sequence,offset,conf,x1,y1,x2,y2,W,H
20160619_FIRE_lp-e-iqeye,1200,0.6356,1480.4,506.8,1575.8,561.5,1600,1200
20160619_FIRE_lp-e-iqeye,1200,0.1337,1514.4,508.2,1575.5,561.8,1600,1200
20160619_FIRE_lp-e-iqeye,1320,0.7468,1519.7,503.9,1571.3,560.5,1600,1200
20160619_FIRE_lp-e-iqeye,1320,0.0545,1474.4,501.5,1573.5,560.5,1600,1200
20160619_FIRE_lp-e-iqeye,1440,0.8180,1513.1,496.1,1568.3,559.6,1600,1200
20160619_FIRE_lp-e-iqeye,1560,0.8125,1514.7,495.5,1566.9,560.0,1600,1200
20160619_FIRE_lp-e-iqeye,1680,0.8277,1498.8,495.2,1577.9,561.0,1600,1200
20160619_FIRE_lp-e-iqeye,1800,0.7628,1493.2,493.0,1580.2,561.5,1600,1200
20160619_FIRE_lp-e-iqeye,1920,0.6203,1527.2,529.6,1575.7,561.8,1600,1200
20160619_FIRE_lp-e-iqeye,1920,0.3707,1486.6,497.4,1579.2,561.9,1600,1200
20160619_FIRE_lp-e-iqeye,1920,0.0864,1509.1,520.4,1576.6,561.8,1600,1200
20160619_FIRE_lp-e-iqeye,2040,0.3585,1489.0,498.4,1578.3,560.9,1600,1200
20160619_FIRE_lp-e-iqeye,2040,0.1254,1524.1,527.9,1576.0,561.0,1600,1200
20160619_FIRE_lp-e-iqeye,2160,0.1541,1521.1,526.2,1566.3,559.1,1600,1200
20160619_FIRE_lp-e-iqeye,2160,0.0572,1516.0,523.7,1577.5,560.1,1600,1200
20160619_FIRE_lp-e-iqeye,2160,0.0513,1510.1,515.2,1567.7,559.7,1600,1200
20160619_FIRE_lp-e-iqeye,2280,0.1533,1511.9,526.6,1575.9,560.8,1600,1200
20160619_FIRE_lp-e-iqeye,2280,0.1145,1530.6,528.5,1573.8,560.8,1600,1200
20160619_FIRE_lp-e-iqeye,2400,0.4606,1526.6,527.8,1567.6,560.6,1600,1200
20160619_FIRE_lp-e-iqeye,2400,0.0627,1472.9,495.7,1571.8,562.2,1600,1200
20160619_FIRE_om-e-mobo-c,360,0.4914,1008.7,768.3,1041.0,805.5,2048,1536
20160619_FIRE_om-e-mobo-c,420,0.6259,1008.0,768.4,1046.4,804.9,2048,1536
20160619_FIRE_om-e-mobo-c,480,0.3377,1006.7,766.2,1048.8,802.4,2048,1536
20160619_FIRE_om-e-mobo-c,540,0.2848,1005.1,767.0,1055.1,802.0,2048,1536
20160619_FIRE_om-e-mobo-c,600,0.4205,1006.7,764.4,1061.9,801.6,2048,1536
20160619_FIRE_om-e-mobo-c,600,0.0745,1006.3,750.7,1064.4,802.6,2048,1536
20160619_FIRE_om-e-mobo-c,660,0.2303,1007.2,762.5,1065.7,801.9,2048,1536
20160619_FIRE_om-e-mobo-c,660,0.1235,1007.6,764.8,1037.0,801.9,2048,1536
20160619_FIRE_om-e-mobo-c,720,0.3770,1007.6,763.4,1071.4,801.8,2048,1536
20160619_FIRE_om-e-mobo-c,720,0.2818,1007.9,763.8,1048.3,801.4,2048,1536
20160619_FIRE_om-e-mobo-c,780,0.4855,1007.4,765.1,1079.4,799.8,2048,1536
20160619_FIRE_om-e-mobo-c,780,0.1277,1007.1,766.2,1048.4,800.5,2048,1536
20160619_FIRE_om-e-mobo-c,840,0.1383,1005.3,764.9,1048.2,798.8,2048,1536
20160619_FIRE_om-e-mobo-c,840,0.1328,1005.5,763.5,1081.0,799.4,2048,1536
20160619_FIRE_om-e-mobo-c,900,0.3116,1004.9,766.8,1038.9,803.2,2048,1536
20160619_FIRE_om-e-mobo-c,960,0.3958,1007.3,766.6,1037.3,802.1,2048,1536
20160619_FIRE_om-e-mobo-c,960,0.0812,1006.9,763.8,1053.5,802.7,2048,1536
20160619_FIRE_om-e-mobo-c,1020,0.4441,1007.4,766.5,1039.4,800.1,2048,1536
20160619_FIRE_om-e-mobo-c,1080,0.4810,1007.7,763.7,1050.7,800.6,2048,1536
20160619_FIRE_om-e-mobo-c,1080,0.0727,1007.4,752.2,1057.1,800.2,2048,1536
20160619_FIRE_om-e-mobo-c,1140,0.5597,1006.6,764.7,1049.1,801.7,2048,1536
20160619_FIRE_om-e-mobo-c,1200,0.6175,1005.1,760.2,1051.6,799.7,2048,1536
20160619_FIRE_om-e-mobo-c,1260,0.5607,1004.1,759.9,1055.9,799.5,2048,1536
20160619_FIRE_om-e-mobo-c,1320,0.5243,1005.7,758.4,1048.7,799.8,2048,1536
20160619_FIRE_om-e-mobo-c,1320,0.0737,1004.8,758.2,1067.6,799.8,2048,1536
20160619_FIRE_om-e-mobo-c,1380,0.6651,1005.8,752.7,1056.0,799.3,2048,1536
20160619_FIRE_om-e-mobo-c,1440,0.7599,1003.6,748.1,1058.4,800.4,2048,1536
20160619_FIRE_om-e-mobo-c,1500,0.7485,1000.2,743.0,1059.1,800.7,2048,1536
20160619_FIRE_om-e-mobo-c,1560,0.6542,998.2,745.8,1059.3,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,1620,0.7253,997.0,743.2,1056.6,801.8,2048,1536
20160619_FIRE_om-e-mobo-c,1680,0.7172,995.9,744.8,1050.5,801.4,2048,1536
20160619_FIRE_om-e-mobo-c,1740,0.5765,942.9,582.5,1324.7,803.3,2048,1536
20160619_FIRE_om-e-mobo-c,1800,0.6212,993.0,743.9,1059.6,801.1,2048,1536
20160619_FIRE_om-e-mobo-c,1860,0.5817,993.3,755.4,1058.6,801.0,2048,1536
20160619_FIRE_om-e-mobo-c,1860,0.0610,986.2,739.7,1060.5,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,1920,0.4639,997.1,753.6,1058.7,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,1920,0.3095,986.3,743.4,1058.1,800.0,2048,1536
20160619_FIRE_om-e-mobo-c,1980,0.4925,989.9,756.3,1056.3,800.8,2048,1536
20160619_FIRE_om-e-mobo-c,1980,0.0996,980.0,735.2,1057.8,800.0,2048,1536
20160619_FIRE_om-e-mobo-c,2040,0.4973,991.2,758.5,1058.0,800.4,2048,1536
20160619_FIRE_om-e-mobo-c,2040,0.2147,981.7,746.4,1059.1,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,2100,0.4927,986.7,754.7,1059.3,800.5,2048,1536
20160619_FIRE_om-e-mobo-c,2100,0.0945,977.2,737.4,1061.7,800.0,2048,1536
20160619_FIRE_om-e-mobo-c,2160,0.5402,997.2,761.1,1059.5,799.2,2048,1536
20160619_FIRE_om-e-mobo-c,2160,0.1121,976.5,749.3,1061.6,799.5,2048,1536
20160619_FIRE_om-e-mobo-c,2220,0.4593,994.5,759.9,1060.3,799.2,2048,1536
20160619_FIRE_om-e-mobo-c,2220,0.1405,976.4,752.4,1062.3,799.6,2048,1536
20160619_FIRE_om-e-mobo-c,2280,0.4354,991.3,759.6,1059.4,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,2280,0.3004,964.7,741.7,1061.4,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,2340,0.5156,990.9,759.4,1061.9,800.6,2048,1536
20160619_FIRE_om-e-mobo-c,2340,0.2020,971.2,750.0,1063.2,800.5,2048,1536
20160619_FIRE_om-e-mobo-c,2340,0.0520,961.6,734.2,1064.3,800.2,2048,1536
20160619_FIRE_om-e-mobo-c,2400,0.4063,990.0,757.2,1060.0,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,2400,0.2977,961.9,739.1,1061.8,800.3,2048,1536
20160619_FIRE_om-e-mobo-c,2400,0.2254,973.0,751.4,1060.7,800.5,2048,1536
20160619_FIRE_pi-s-mobo-c,-1860,0.4187,322.2,674.3,343.5,702.5,2048,1536
20160619_FIRE_pi-s-mobo-c,480,0.1329,1690.6,659.9,1746.6,688.3,2048,1536
20160619_FIRE_pi-s-mobo-c,540,0.3784,1681.9,654.2,1746.7,696.9,2048,1536
20160619_FIRE_pi-s-mobo-c,600,0.5175,1660.4,649.9,1748.7,706.7,2048,1536
20160619_FIRE_pi-s-mobo-c,660,0.5482,1650.7,649.3,1742.3,685.7,2048,1536
20160619_FIRE_pi-s-mobo-c,660,0.1042,1650.0,650.2,1749.0,712.1,2048,1536
20160619_FIRE_pi-s-mobo-c,720,0.1228,1646.5,649.9,1742.4,685.4,2048,1536
20160619_FIRE_pi-s-mobo-c,900,0.3250,0.0,821.5,61.6,908.6,2048,1536
20160619_FIRE_pi-s-mobo-c,900,0.0849,0.0,748.6,61.2,910.2,2048,1536
20160619_FIRE_pi-s-mobo-c,960,0.3484,0.2,825.2,46.3,911.2,2048,1536
20160619_FIRE_pi-s-mobo-c,960,0.1108,0.0,761.2,42.3,911.5,2048,1536
20160619_FIRE_pi-s-mobo-c,1020,0.0507,1621.8,657.1,1742.6,712.9,2048,1536
20160619_FIRE_pi-s-mobo-c,1080,0.3255,1620.0,657.5,1746.4,716.3,2048,1536
20160619_FIRE_pi-s-mobo-c,1080,0.0720,1666.7,658.5,1746.2,715.6,2048,1536
20160619_FIRE_pi-s-mobo-c,1140,0.1846,1672.0,654.8,1744.0,707.8,2048,1536
20160619_FIRE_pi-s-mobo-c,1200,0.6869,1657.4,652.1,1741.2,715.9,2048,1536
20160619_FIRE_pi-s-mobo-c,1200,0.0941,1618.5,651.1,1741.7,716.7,2048,1536
20160619_FIRE_pi-s-mobo-c,1260,0.7632,1647.4,645.0,1736.8,714.7,2048,1536
20160619_FIRE_pi-s-mobo-c,1320,0.7043,1640.1,639.9,1739.9,711.2,2048,1536
20160619_FIRE_pi-s-mobo-c,1380,0.5451,1633.3,635.1,1737.6,708.6,2048,1536
20160619_FIRE_pi-s-mobo-c,1440,0.5879,1628.3,635.5,1734.5,705.6,2048,1536
20160619_FIRE_pi-s-mobo-c,1500,0.5407,1625.8,634.7,1730.4,689.6,2048,1536
20160619_FIRE_pi-s-mobo-c,1560,0.5345,1625.8,634.7,1730.5,689.8,2048,1536
20160619_FIRE_pi-s-mobo-c,1620,0.5774,1615.2,635.0,1745.3,718.3,2048,1536
20160619_FIRE_pi-s-mobo-c,1680,0.3077,1596.9,637.5,1741.8,702.4,2048,1536
20160619_FIRE_pi-s-mobo-c,1680,0.1867,1603.2,636.9,1741.0,685.2,2048,1536
20160619_FIRE_pi-s-mobo-c,1740,0.4966,1581.3,643.2,1743.7,718.6,2048,1536
20160619_FIRE_pi-s-mobo-c,1800,0.3209,1564.8,641.4,1742.6,720.2,2048,1536
20160619_FIRE_pi-s-mobo-c,1860,0.3197,1565.0,641.5,1742.7,720.2,2048,1536
20160711_FIRE_ml-n-mobo-c,-2400,0.3229,861.8,751.6,909.4,774.5,2048,1536
20160711_FIRE_ml-n-mobo-c,-2400,0.0656,860.6,743.6,912.8,774.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-2340,0.2885,859.9,752.2,905.9,774.6,2048,1536
20160711_FIRE_ml-n-mobo-c,-2280,0.1762,860.7,752.8,908.2,774.6,2048,1536
20160711_FIRE_ml-n-mobo-c,-2220,0.1982,860.1,751.8,907.0,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-2160,0.2232,860.1,752.9,908.5,774.4,2048,1536
20160711_FIRE_ml-n-mobo-c,-2100,0.2470,859.4,752.5,906.7,774.6,2048,1536
20160711_FIRE_ml-n-mobo-c,-2040,0.1757,860.5,752.4,908.5,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-1980,0.2333,860.9,752.1,909.4,774.5,2048,1536
20160711_FIRE_ml-n-mobo-c,-1920,0.1815,859.0,752.7,907.8,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,-1860,0.1849,860.0,752.2,905.8,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-1800,0.2681,861.9,752.5,908.5,774.6,2048,1536
20160711_FIRE_ml-n-mobo-c,-1740,0.2818,860.6,752.7,909.8,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-1680,0.3378,861.5,753.3,909.5,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-1620,0.2292,859.9,753.5,907.6,774.5,2048,1536
20160711_FIRE_ml-n-mobo-c,-1560,0.2738,859.7,753.8,909.5,775.2,2048,1536
20160711_FIRE_ml-n-mobo-c,-1500,0.2150,859.1,751.9,908.8,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,-1440,0.2999,861.9,753.7,907.0,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-1380,0.2541,860.8,753.1,907.6,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,-1320,0.2590,860.1,753.5,905.9,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-1320,0.0522,1894.1,757.2,1940.0,780.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-1260,0.2432,860.7,753.1,907.3,774.6,2048,1536
20160711_FIRE_ml-n-mobo-c,-1200,0.2754,861.8,752.2,909.5,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,-1140,0.3240,860.2,752.4,909.3,775.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-1140,0.0508,859.2,743.5,912.3,774.3,2048,1536
20160711_FIRE_ml-n-mobo-c,-1080,0.2677,861.2,752.8,908.8,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,-1020,0.2442,858.8,753.3,906.4,775.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-960,0.4056,860.7,753.6,908.0,775.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-960,0.0524,1899.8,757.7,1946.7,780.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-900,0.3813,859.4,752.4,910.2,775.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-900,0.0652,858.3,743.4,914.3,774.5,2048,1536
20160711_FIRE_ml-n-mobo-c,-900,0.0511,1898.2,754.5,1940.1,779.7,2048,1536
20160711_FIRE_ml-n-mobo-c,-840,0.1522,860.5,753.7,906.7,774.4,2048,1536
20160711_FIRE_ml-n-mobo-c,-780,0.3652,861.8,751.2,912.0,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,-780,0.0699,860.8,743.6,915.1,774.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-720,0.2158,860.4,751.9,908.4,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,-660,0.2649,861.1,752.7,909.4,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-600,0.2472,859.3,752.2,907.7,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-600,0.0727,1899.5,756.0,1941.1,779.6,2048,1536
20160711_FIRE_ml-n-mobo-c,-540,0.2565,859.5,752.2,906.4,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-480,0.1454,860.8,752.6,907.8,775.0,2048,1536
20160711_FIRE_ml-n-mobo-c,-420,0.2024,860.0,751.8,906.7,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-360,0.2241,858.0,750.5,907.0,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,-300,0.2436,861.5,753.5,907.8,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,-240,0.0991,858.7,752.3,906.5,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-180,0.2357,859.7,752.4,909.6,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-120,0.1320,859.2,753.7,906.2,775.1,2048,1536
20160711_FIRE_ml-n-mobo-c,-60,0.1987,859.2,753.0,906.1,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,0,0.2199,860.9,753.1,909.7,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,0,0.0516,1898.1,758.1,1938.1,780.4,2048,1536
20160711_FIRE_ml-n-mobo-c,60,0.2953,861.3,753.3,909.3,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,120,0.2306,861.1,753.8,906.1,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,120,0.0552,0.0,26.3,157.6,113.4,2048,1536
20160711_FIRE_ml-n-mobo-c,180,0.1735,860.6,752.5,910.9,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,240,0.1669,860.2,753.3,907.4,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,300,0.2630,860.7,753.4,907.3,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,360,0.3003,859.9,751.2,910.6,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,360,0.0718,858.7,743.2,913.9,774.4,2048,1536
20160711_FIRE_ml-n-mobo-c,420,0.0908,860.0,752.3,906.8,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,480,0.2051,859.9,753.3,906.3,775.3,2048,1536
20160711_FIRE_ml-n-mobo-c,540,0.2143,860.5,753.0,908.4,774.6,2048,1536
20160711_FIRE_ml-n-mobo-c,600,0.1893,861.0,752.5,908.2,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,660,0.1156,859.7,752.5,906.4,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,720,0.0940,861.0,751.9,908.1,774.2,2048,1536
20160711_FIRE_ml-n-mobo-c,780,0.1648,863.0,752.9,908.5,774.3,2048,1536
20160711_FIRE_ml-n-mobo-c,780,0.0615,1895.5,757.4,1938.2,780.7,2048,1536
20160711_FIRE_ml-n-mobo-c,840,0.2365,861.4,754.0,906.0,774.7,2048,1536
20160711_FIRE_ml-n-mobo-c,900,0.1993,860.0,754.1,907.8,775.3,2048,1536
20160711_FIRE_ml-n-mobo-c,960,0.2561,859.8,752.6,907.4,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,1020,0.2290,861.1,753.4,907.7,774.8,2048,1536
20160711_FIRE_ml-n-mobo-c,1080,0.2631,859.5,753.2,906.7,775.2,2048,1536
20160711_FIRE_ml-n-mobo-c,1140,0.2118,859.9,753.7,905.9,774.9,2048,1536
20160711_FIRE_ml-n-mobo-c,1200,0.1585,859.8,753.4,905.6,774.8,2048,1536
