sequence,offset,conf,x1,y1,x2,y2,W,H
20160718_FIRE_mg-s-iqeye,840,0.4274,471.8,536.3,525.3,566.3,1600,1200
20160718_FIRE_mg-s-iqeye,960,0.4492,460.3,533.9,523.2,564.6,1600,1200
20160718_FIRE_mg-s-iqeye,1080,0.5013,459.2,530.0,529.6,568.3,1600,1200
20160718_FIRE_mg-s-iqeye,1200,0.5915,471.7,518.5,531.5,567.5,1600,1200
20160718_FIRE_mg-s-iqeye,1320,0.5077,462.2,516.4,531.0,566.8,1600,1200
20160718_FIRE_mg-s-iqeye,1440,0.6528,451.3,523.1,538.0,568.9,1600,1200
20160718_FIRE_mg-s-iqeye,1560,0.5668,442.2,523.6,536.9,568.9,1600,1200
20160718_FIRE_mg-s-iqeye,1680,0.5929,432.5,523.2,535.1,569.0,1600,1200
20160718_FIRE_mg-s-iqeye,1800,0.4326,427.9,520.1,534.4,567.3,1600,1200
20160718_FIRE_mg-s-iqeye,1920,0.4330,425.8,518.8,532.1,567.7,1600,1200
20160718_FIRE_mg-s-iqeye,2040,0.4972,424.0,519.4,534.3,567.7,1600,1200
20160718_FIRE_mg-s-iqeye,2160,0.4500,416.2,518.7,530.1,564.9,1600,1200
20160718_FIRE_mg-s-iqeye,2280,0.3651,409.1,517.8,523.4,561.7,1600,1200
20160718_FIRE_mg-s-iqeye,2400,0.2005,406.2,516.7,525.7,563.9,1600,1200
20160718_FIRE_mw-e-mobo-c,840,0.5445,1311.0,754.4,1423.3,800.9,2048,1536
20160718_FIRE_mw-e-mobo-c,900,0.5868,1301.8,752.4,1416.2,801.8,2048,1536
20160718_FIRE_mw-e-mobo-c,960,0.2620,1290.0,751.7,1415.4,803.8,2048,1536
20160718_FIRE_mw-e-mobo-c,1080,0.1856,1282.9,744.1,1425.4,800.4,2048,1536
20160718_FIRE_mw-e-mobo-c,1140,0.1278,1287.0,735.3,1414.3,796.7,2048,1536
20160718_FIRE_mw-e-mobo-c,1200,0.1863,1319.8,720.0,1423.2,797.1,2048,1536
20160718_FIRE_mw-e-mobo-c,1260,0.4792,1309.7,711.7,1420.6,795.4,2048,1536
20160718_FIRE_mw-e-mobo-c,1320,0.5822,1298.5,702.5,1407.7,796.9,2048,1536
20160718_FIRE_mw-e-mobo-c,1380,0.7129,1291.3,700.7,1425.3,796.5,2048,1536
20160718_FIRE_mw-e-mobo-c,1440,0.3722,1281.3,707.9,1416.4,796.2,2048,1536
20160718_FIRE_mw-e-mobo-c,1500,0.1728,1274.1,728.4,1425.8,795.7,2048,1536
20160718_FIRE_mw-e-mobo-c,1560,0.1415,1312.1,730.9,1410.2,796.1,2048,1536
20160718_FIRE_mw-e-mobo-c,1620,0.2039,1295.8,732.5,1420.1,796.9,2048,1536
20160718_FIRE_mw-e-mobo-c,1980,0.3940,1205.6,720.9,1431.6,804.7,2048,1536
20160718_FIRE_mw-e-mobo-c,2040,0.2159,1201.1,721.0,1427.6,805.1,2048,1536
20160722_FIRE_mw-e-mobo-c,600,0.2399,1747.6,967.6,1922.2,1071.2,2048,1536
20160722_FIRE_mw-e-mobo-c,660,0.3099,1728.4,934.2,1912.3,1061.9,2048,1536
20160722_FIRE_mw-e-mobo-c,720,0.6204,1766.9,951.9,1915.2,1070.1,2048,1536
20160722_FIRE_mw-e-mobo-c,780,0.4606,1683.2,920.3,1915.2,1068.5,2048,1536
20160722_FIRE_mw-e-mobo-c,840,0.4699,1651.3,896.7,1898.1,1076.7,2048,1536
20160722_FIRE_mw-e-mobo-c,840,0.3627,1693.5,929.7,1896.1,1074.6,2048,1536
20160722_FIRE_mw-e-mobo-c,900,0.7415,1548.3,883.4,1891.3,1079.6,2048,1536
20160722_FIRE_mw-e-mobo-c,960,0.7240,1593.3,918.4,1915.9,1075.9,2048,1536
20160722_FIRE_mw-e-mobo-c,1020,0.8321,1666.2,921.3,1892.1,1074.3,2048,1536
20160722_FIRE_mw-e-mobo-c,1080,0.4117,1613.8,900.0,1897.5,1077.5,2048,1536
20160722_FIRE_mw-e-mobo-c,1140,0.3669,1725.5,960.3,1896.3,1075.9,2048,1536
20160722_FIRE_mw-e-mobo-c,1200,0.7319,1736.0,963.7,1907.4,1068.4,2048,1536
20160722_FIRE_mw-e-mobo-c,1260,0.4207,1789.1,1002.5,1893.6,1075.9,2048,1536
20160722_FIRE_mw-e-mobo-c,1260,0.3200,1608.0,902.4,1894.7,1078.2,2048,1536
20160722_FIRE_mw-e-mobo-c,1320,0.5299,1776.4,1015.1,1889.2,1072.5,2048,1536
20160722_FIRE_mw-e-mobo-c,1380,0.4548,1657.4,939.2,1894.2,1077.2,2048,1536
20160722_FIRE_mw-e-mobo-c,1440,0.3258,1708.8,978.8,1897.7,1079.0,2048,1536
20160722_FIRE_mw-e-mobo-c,1560,0.3159,1780.3,1016.0,1887.6,1077.1,2048,1536
20160722_FIRE_mw-e-mobo-c,1680,0.5933,1738.0,930.4,1895.7,1070.5,2048,1536
20160722_FIRE_mw-e-mobo-c,1740,0.5963,1804.6,977.0,1888.7,1068.2,2048,1536
20160722_FIRE_mw-e-mobo-c,1800,0.4557,1691.0,907.7,1892.9,1072.5,2048,1536
20160722_FIRE_mw-e-mobo-c,1860,0.6148,1807.1,960.5,1909.5,1067.7,2048,1536
20160722_FIRE_mw-e-mobo-c,1920,0.7766,1670.3,925.9,1891.4,1076.0,2048,1536
20160722_FIRE_mw-e-mobo-c,1980,0.6568,1561.1,895.6,1890.7,1080.7,2048,1536
20160722_FIRE_mw-e-mobo-c,1980,0.4243,1753.4,975.3,1885.2,1075.3,2048,1536
20160722_FIRE_mw-e-mobo-c,2040,0.7983,1615.9,913.6,1882.7,1079.5,2048,1536
20160722_FIRE_mw-e-mobo-c,2100,0.6158,1722.9,1014.8,1886.6,1080.5,2048,1536
20160722_FIRE_mw-e-mobo-c,2160,0.7784,1655.9,938.6,1893.4,1077.2,2048,1536
20160722_FIRE_mw-e-mobo-c,2220,0.7784,1732.0,965.9,1890.8,1074.5,2048,1536
20160722_FIRE_mw-e-mobo-c,2280,0.6150,1747.6,971.6,1888.1,1075.5,2048,1536
20160722_FIRE_mw-e-mobo-c,2280,0.1952,1579.4,915.4,1895.9,1079.0,2048,1536
20160722_FIRE_mw-e-mobo-c,2340,0.5041,1617.1,934.9,1897.5,1075.2,2048,1536
20160722_FIRE_mw-e-mobo-c,2340,0.3010,1732.6,986.1,1895.5,1074.4,2048,1536
20160722_FIRE_mw-e-mobo-c,2400,0.6611,1732.6,929.9,1900.0,1073.6,2048,1536
20161113_FIRE_bl-n-mobo-c,960,0.3853,855.7,731.9,881.8,763.7,2048,1536
20161113_FIRE_bl-n-mobo-c,1020,0.2151,851.1,724.9,882.2,763.2,2048,1536
20161113_FIRE_bl-n-mobo-c,1080,0.3307,846.6,717.8,883.7,763.9,2048,1536
20161113_FIRE_bl-n-mobo-c,1260,0.1510,855.7,731.2,880.1,762.7,2048,1536
20161113_FIRE_bl-n-mobo-c,1320,0.1006,850.6,710.7,899.8,762.7,2048,1536
20161113_FIRE_bl-n-mobo-c,1620,0.1325,806.3,691.6,901.8,765.3,2048,1536
20161113_FIRE_bl-n-mobo-c,1860,0.1371,863.8,739.4,892.4,766.4,2048,1536
20161113_FIRE_bl-n-mobo-c,1920,0.2509,865.2,735.7,895.3,766.6,2048,1536
20161113_FIRE_bl-n-mobo-c,1980,0.1752,865.4,738.9,896.9,766.7,2048,1536
20161113_FIRE_bl-n-mobo-c,2040,0.1732,865.1,742.7,895.6,767.5,2048,1536
20161113_FIRE_bl-n-mobo-c,2100,0.2670,866.9,740.5,897.0,767.0,2048,1536
20161113_FIRE_bl-n-mobo-c,2160,0.4175,858.0,735.2,895.9,766.0,2048,1536
20161113_FIRE_bl-n-mobo-c,2160,0.1466,857.3,718.7,897.0,765.7,2048,1536
20161113_FIRE_bl-n-mobo-c,2220,0.3172,858.3,730.9,901.5,765.7,2048,1536
20161113_FIRE_bl-n-mobo-c,2220,0.1272,855.9,717.3,903.0,765.5,2048,1536
20161113_FIRE_bl-n-mobo-c,2280,0.1082,861.1,727.0,906.6,764.3,2048,1536
20161113_FIRE_bl-n-mobo-c,2340,0.3626,851.7,712.5,905.2,764.7,2048,1536
20161113_FIRE_bl-n-mobo-c,2400,0.1053,836.9,708.8,904.3,764.7,2048,1536
20161113_FIRE_bm-n-mobo-c,1080,0.1556,121.5,687.3,155.1,719.5,2048,1536
20161113_FIRE_bm-n-mobo-c,1140,0.1813,121.3,685.4,156.7,719.3,2048,1536
20161113_FIRE_bm-n-mobo-c,1140,0.1272,105.4,682.7,158.7,719.4,2048,1536
20161113_FIRE_bm-n-mobo-c,1200,0.1529,115.3,683.6,154.9,717.4,2048,1536
20161113_FIRE_bm-n-mobo-c,1200,0.1221,103.2,681.8,157.0,717.6,2048,1536
20161113_FIRE_bm-w-mobo-c,180,0.1096,1600.1,725.6,1627.4,752.4,2048,1536
20161113_FIRE_bm-w-mobo-c,240,0.2159,1601.4,723.9,1627.3,753.6,2048,1536
20161113_FIRE_bm-w-mobo-c,300,0.1810,1599.7,721.2,1629.7,751.9,2048,1536
20161113_FIRE_bm-w-mobo-c,360,0.4743,1603.8,717.2,1629.5,751.6,2048,1536
20161113_FIRE_bm-w-mobo-c,420,0.4591,1602.3,712.4,1630.2,752.1,2048,1536
20161113_FIRE_bm-w-mobo-c,480,0.6011,1604.0,710.9,1629.7,752.4,2048,1536
20161113_FIRE_bm-w-mobo-c,540,0.5651,1598.7,707.6,1631.1,750.2,2048,1536
20161113_FIRE_bm-w-mobo-c,600,0.5742,1598.7,707.7,1630.9,749.6,2048,1536
20161113_FIRE_bm-w-mobo-c,660,0.5441,1601.1,704.8,1637.1,749.1,2048,1536
20161113_FIRE_bm-w-mobo-c,720,0.3742,1597.8,708.3,1638.2,750.3,2048,1536
20161113_FIRE_bm-w-mobo-c,780,0.4451,1595.7,708.1,1638.4,753.2,2048,1536
20161113_FIRE_bm-w-mobo-c,840,0.4174,1595.2,708.9,1637.9,756.3,2048,1536
20161113_FIRE_bm-w-mobo-c,900,0.5861,1593.5,705.6,1639.2,757.9,2048,1536
20161113_FIRE_bm-w-mobo-c,960,0.6032,1593.4,711.7,1637.2,761.9,2048,1536
20161113_FIRE_bm-w-mobo-c,1020,0.5550,1590.7,708.5,1640.8,758.2,2048,1536
20161113_FIRE_bm-w-mobo-c,1080,0.4725,1585.6,707.1,1638.9,753.6,2048,1536
20161113_FIRE_bm-w-mobo-c,1140,0.4312,1577.4,705.0,1638.8,756.8,2048,1536
20161113_FIRE_bm-w-mobo-c,1200,0.5454,1574.2,701.6,1638.0,757.9,2048,1536
20161113_FIRE_bm-w-mobo-c,1260,0.5855,1571.7,698.5,1638.2,755.3,2048,1536
20161113_FIRE_bm-w-mobo-c,1320,0.5895,1569.2,693.4,1639.1,754.1,2048,1536
20161113_FIRE_bm-w-mobo-c,1380,0.6506,1567.6,686.4,1636.6,759.6,2048,1536
20161113_FIRE_bm-w-mobo-c,1440,0.6337,1566.5,682.1,1635.2,758.2,2048,1536
20161113_FIRE_bm-w-mobo-c,1500,0.5790,1566.8,682.5,1634.3,757.5,2048,1536
20161113_FIRE_bm-w-mobo-c,1560,0.4038,1558.0,688.4,1636.4,755.1,2048,1536
20161113_FIRE_bm-w-mobo-c,1620,0.5551,1562.5,692.8,1636.3,751.1,2048,1536
20161113_FIRE_bm-w-mobo-c,1680,0.4984,1561.0,696.3,1635.4,753.4,2048,1536
20161113_FIRE_bm-w-mobo-c,1740,0.4067,1549.3,699.4,1635.7,755.2,2048,1536
20161113_FIRE_bm-w-mobo-c,1800,0.4694,1545.8,697.8,1634.5,755.7,2048,1536
20161113_FIRE_bm-w-mobo-c,1860,0.5889,1549.8,696.5,1636.5,756.2,2048,1536
20161113_FIRE_bm-w-mobo-c,1920,0.5849,1547.3,698.4,1637.4,755.3,2048,1536
20161113_FIRE_bm-w-mobo-c,1980,0.5822,1542.3,697.4,1633.4,751.1,2048,1536
20161113_FIRE_bm-w-mobo-c,2040,0.4633,1538.9,697.9,1635.1,756.1,2048,1536
20161113_FIRE_bm-w-mobo-c,2100,0.6295,1537.2,697.2,1633.1,756.0,2048,1536
20161113_FIRE_bm-w-mobo-c,2160,0.6101,1542.9,697.5,1631.2,755.4,2048,1536
20161113_FIRE_bm-w-mobo-c,2220,0.5149,1537.0,694.4,1633.0,753.3,2048,1536
20161113_FIRE_bm-w-mobo-c,2220,0.1050,1563.8,694.9,1633.4,752.1,2048,1536
20161113_FIRE_bm-w-mobo-c,2280,0.5419,1542.8,695.6,1632.5,752.7,2048,1536
20161113_FIRE_bm-w-mobo-c,2340,0.5244,1545.6,694.5,1632.9,755.3,2048,1536
20161113_FIRE_bm-w-mobo-c,2400,0.6057,1544.3,694.9,1633.7,756.0,2048,1536
20170519_FIRE_rm-w-mobo-c,1200,0.1135,709.4,820.2,747.7,848.5,2048,1536
20170519_FIRE_rm-w-mobo-c,1500,0.1878,704.2,819.9,770.2,850.1,2048,1536
20170519_FIRE_rm-w-mobo-c,1560,0.5140,708.3,817.6,783.4,849.3,2048,1536
20170519_FIRE_rm-w-mobo-c,1620,0.2822,710.6,816.9,794.6,849.5,2048,1536
20170519_FIRE_rm-w-mobo-c,1680,0.1855,706.6,815.0,803.2,849.7,2048,1536
20170519_FIRE_rm-w-mobo-c,1800,0.1756,707.5,817.9,780.4,849.2,2048,1536
20170519_FIRE_rm-w-mobo-c,1860,0.1568,704.6,817.0,790.4,849.6,2048,1536
20170519_FIRE_rm-w-mobo-c,1920,0.2054,703.0,817.1,796.8,849.2,2048,1536
20170519_FIRE_rm-w-mobo-c,2100,0.1207,705.1,819.8,755.8,849.2,2048,1536
20170519_FIRE_rm-w-mobo-c,2160,0.1818,703.8,819.4,760.5,849.4,2048,1536
20170519_FIRE_rm-w-mobo-c,2220,0.1796,702.9,818.3,764.7,849.5,2048,1536
20170519_FIRE_rm-w-mobo-c,2280,0.3136,704.4,816.1,772.3,849.0,2048,1536
20170519_FIRE_rm-w-mobo-c,2340,0.3369,702.7,803.7,786.1,848.6,2048,1536
20170519_FIRE_rm-w-mobo-c,2400,0.3398,705.5,790.7,791.1,848.1,2048,1536
20170519_FIRE_rm-w-mobo-c,2400,0.2020,695.6,774.8,793.9,848.0,2048,1536
20170519_FIRE_rm-w-mobo-c,2400,0.1795,706.6,811.0,795.6,848.7,2048,1536
20170520_FIRE_lp-s-iqeye,60,0.1402,1381.0,572.6,1448.3,630.4,1600,1200
20170520_FIRE_lp-s-iqeye,120,0.3500,1371.8,542.4,1481.8,632.9,1600,1200
20170520_FIRE_lp-s-iqeye,180,0.4450,1378.7,589.7,1429.0,631.6,1600,1200
20170520_FIRE_lp-s-iqeye,240,0.7840,1383.7,561.2,1464.4,630.7,1600,1200
20170520_FIRE_lp-s-iqeye,300,0.8173,1379.8,544.7,1494.5,630.3,1600,1200
20170520_FIRE_lp-s-iqeye,360,0.5761,1367.9,546.5,1533.3,631.7,1600,1200
20170520_FIRE_lp-s-iqeye,420,0.6989,1389.7,548.3,1496.0,632.0,1600,1200
20170520_FIRE_lp-s-iqeye,480,0.5016,1384.0,500.6,1512.9,632.4,1600,1200
20170520_FIRE_lp-s-iqeye,480,0.1766,1384.7,493.6,1570.6,633.5,1600,1200
20170520_FIRE_lp-s-iqeye,540,0.6279,1386.0,466.1,1594.1,635.9,1600,1200
20170520_FIRE_lp-s-iqeye,540,0.3286,1386.0,533.1,1515.5,634.6,1600,1200
20170520_FIRE_lp-s-iqeye,600,0.6444,1384.0,458.0,1599.1,632.6,1600,1200
20170520_FIRE_lp-s-iqeye,660,0.5530,1389.2,420.1,1599.8,632.6,1600,1200
20170520_FIRE_lp-s-iqeye,720,0.4573,1384.7,535.9,1550.2,633.3,1600,1200
20170520_FIRE_lp-s-iqeye,720,0.3977,1385.0,417.8,1600.0,633.6,1600,1200
20170520_FIRE_lp-s-iqeye,780,0.6928,1393.2,495.3,1598.6,634.4,1600,1200
20170520_FIRE_lp-s-iqeye,840,0.4612,1404.1,461.1,1600.0,631.9,1600,1200
20170520_FIRE_lp-s-iqeye,900,0.3363,1384.5,411.5,1599.8,642.2,1600,1200
20170520_FIRE_lp-s-iqeye,960,0.3944,1398.1,382.1,1600.0,641.8,1600,1200
20170520_FIRE_lp-s-iqeye,960,0.2414,1390.7,463.0,1599.4,637.9,1600,1200
20170520_FIRE_lp-s-iqeye,1020,0.6606,1389.5,465.7,1597.4,635.0,1600,1200
20170520_FIRE_lp-s-iqeye,1260,0.5826,1396.3,466.7,1599.3,634.0,1600,1200
20170520_FIRE_lp-s-iqeye,1320,0.6433,1391.2,432.8,1599.8,635.3,1600,1200
20170520_FIRE_lp-s-iqeye,1380,0.5953,1389.7,403.0,1599.4,635.3,1600,1200
20170520_FIRE_lp-s-iqeye,1440,0.4493,1390.8,386.6,1600.0,635.5,1600,1200
20170520_FIRE_lp-s-iqeye,1500,0.1497,1388.1,389.3,1599.6,636.9,1600,1200
20170520_FIRE_lp-s-iqeye,1560,0.2657,1391.7,390.5,1600.0,640.6,1600,1200
20170520_FIRE_lp-s-iqeye,1620,0.2638,1404.7,412.1,1600.0,641.1,1600,1200
20170520_FIRE_lp-s-iqeye,1620,0.2135,1402.6,521.5,1600.0,639.3,1600,1200
20170520_FIRE_lp-s-iqeye,1680,0.2652,1410.2,526.0,1600.0,638.0,1600,1200
20170520_FIRE_lp-s-iqeye,1680,0.2447,1410.1,386.5,1600.0,642.5,1600,1200
20170520_FIRE_lp-s-iqeye,1740,0.1941,1390.5,499.8,1600.0,638.6,1600,1200
20170520_FIRE_lp-s-iqeye,1740,0.1262,1398.6,430.4,1600.0,639.2,1600,1200
20170520_FIRE_lp-s-iqeye,1800,0.2682,1386.6,454.5,1599.9,636.6,1600,1200
20170520_FIRE_lp-s-iqeye,1920,0.1140,1376.0,517.2,1600.0,638.7,1600,1200
20170520_FIRE_lp-s-iqeye,1980,0.6881,1378.2,476.0,1599.4,639.0,1600,1200
20170520_FIRE_lp-s-iqeye,2040,0.5916,1376.7,444.6,1600.0,637.8,1600,1200
20170520_FIRE_lp-s-iqeye,2040,0.2171,529.8,462.2,560.7,490.7,1600,1200
20170520_FIRE_lp-s-iqeye,2100,0.3901,536.2,459.5,570.7,490.6,1600,1200
20170520_FIRE_lp-s-iqeye,2100,0.2928,1374.6,427.4,1599.1,641.1,1600,1200
20170520_FIRE_lp-s-iqeye,2160,0.5490,1372.7,427.5,1600.0,637.4,1600,1200
20170520_FIRE_lp-s-iqeye,2160,0.2675,543.8,454.9,575.1,490.8,1600,1200
20170520_FIRE_lp-s-iqeye,2220,0.4519,550.7,453.1,585.9,491.9,1600,1200
20170520_FIRE_lp-s-iqeye,2220,0.3078,1382.3,385.9,1600.0,641.3,1600,1200
20170520_FIRE_lp-s-iqeye,2280,0.3047,1367.4,446.5,1600.0,637.4,1600,1200
20170520_FIRE_lp-s-iqeye,2280,0.2881,556.5,447.2,600.8,490.2,1600,1200
20170520_FIRE_lp-s-iqeye,2340,0.5782,1370.9,450.9,1600.0,637.1,1600,1200
20170520_FIRE_lp-s-iqeye,2400,0.1968,1366.7,438.2,1599.4,636.9,1600,1200
20170520_FIRE_pi-w-mobo-c,420,0.2805,399.4,722.1,439.9,760.5,2048,1536
20170520_FIRE_pi-w-mobo-c,480,0.4040,401.7,713.2,450.4,760.6,2048,1536
20170520_FIRE_pi-w-mobo-c,540,0.5659,406.6,702.2,463.9,759.1,2048,1536
20170520_FIRE_pi-w-mobo-c,600,0.5080,394.7,687.2,478.1,759.4,2048,1536
20170520_FIRE_pi-w-mobo-c,660,0.5144,400.4,679.5,491.8,760.9,2048,1536
