sequence,offset,conf,x1,y1,x2,y2,W,H
20160604_FIRE_rm-n-mobo-c,840,0.0585,1903.0,828.6,1919.9,865.0,2048,1536
20160604_FIRE_rm-n-mobo-c,900,0.0785,475.8,851.4,491.9,870.1,2048,1536
20160604_FIRE_rm-n-mobo-c,900,0.0715,1906.9,835.2,1920.0,863.0,2048,1536
20160604_FIRE_rm-n-mobo-c,900,0.0789,475.7,851.1,491.9,870.2,2048,1536
20160604_FIRE_rm-n-mobo-c,900,0.0961,1907.1,835.1,1920.0,863.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1200,0.1639,465.2,845.1,493.7,869.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1200,0.0584,471.6,847.5,495.6,870.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1200,0.0846,1889.5,792.3,1919.9,861.6,2048,1536
20160604_FIRE_rm-n-mobo-c,1200,0.1634,465.4,844.8,493.5,869.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1200,0.0613,471.7,847.0,495.6,870.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1200,0.1066,1889.6,793.2,1919.9,861.6,2048,1536
20160604_FIRE_rm-n-mobo-c,1260,0.4620,1887.3,792.8,1919.8,862.4,2048,1536
20160604_FIRE_rm-n-mobo-c,1260,0.0916,1887.3,744.6,1919.5,863.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1260,0.4799,1887.3,793.0,1919.8,862.3,2048,1536
20160604_FIRE_rm-n-mobo-c,1260,0.1022,1886.0,752.1,1919.6,864.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1320,0.2592,1884.7,782.3,1920.0,868.5,2048,1536
20160604_FIRE_rm-n-mobo-c,1320,0.2970,1884.9,780.1,1920.0,867.7,2048,1536
20160604_FIRE_rm-n-mobo-c,1500,0.1880,1887.8,798.1,1919.2,862.8,2048,1536
20160604_FIRE_rm-n-mobo-c,1500,0.2478,1887.6,796.1,1919.8,863.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1560,0.2490,1885.9,799.9,1920.0,864.5,2048,1536
20160604_FIRE_rm-n-mobo-c,1560,0.2840,1885.9,800.0,1920.0,864.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1620,0.4003,1880.3,803.6,1920.0,863.4,2048,1536
20160604_FIRE_rm-n-mobo-c,1620,0.0653,1877.6,758.2,1920.0,864.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1620,0.4617,1880.5,803.4,1920.0,863.5,2048,1536
20160604_FIRE_rm-n-mobo-c,1620,0.0701,1877.7,757.2,1920.0,864.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1680,0.2489,1885.9,796.0,1920.0,867.5,2048,1536
20160604_FIRE_rm-n-mobo-c,1680,0.1127,1870.1,796.8,1920.0,867.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1680,0.0971,1879.6,774.8,1920.0,866.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1680,0.2934,1885.6,796.5,1920.0,867.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1680,0.1483,1869.6,797.2,1920.0,867.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1680,0.1230,1878.9,778.8,1920.0,865.9,2048,1536
20160604_FIRE_rm-n-mobo-c,1740,0.1434,1877.0,791.8,1920.0,865.9,2048,1536
20160604_FIRE_rm-n-mobo-c,1740,0.0556,1871.8,767.7,1919.8,865.7,2048,1536
20160604_FIRE_rm-n-mobo-c,1740,0.1917,1873.0,791.7,1920.0,865.8,2048,1536
20160604_FIRE_rm-n-mobo-c,1800,0.5606,1883.4,808.5,1920.0,864.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1800,0.1471,1883.8,775.5,1919.9,864.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1800,0.5884,1883.5,808.2,1920.0,864.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1800,0.1554,1883.8,778.5,1919.9,864.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1800,0.0702,1884.2,724.8,2047.8,876.8,2048,1536
20160604_FIRE_rm-n-mobo-c,1860,0.4425,1876.8,811.9,1920.0,868.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1860,0.1115,1875.7,787.5,1920.0,866.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1860,0.0689,1874.8,754.7,1919.8,866.9,2048,1536
20160604_FIRE_rm-n-mobo-c,1860,0.4770,1876.8,811.6,1920.0,868.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1860,0.1219,1875.7,790.3,1920.0,866.2,2048,1536
20160604_FIRE_rm-n-mobo-c,1860,0.0770,1874.7,753.5,1919.8,867.0,2048,1536
20160604_FIRE_rm-n-mobo-c,1920,0.1738,1875.5,788.4,1920.0,864.9,2048,1536
20160604_FIRE_rm-n-mobo-c,1920,0.2569,1875.1,789.0,1920.0,864.7,2048,1536
20160604_FIRE_rm-n-mobo-c,1920,0.0543,1873.0,755.7,1919.8,864.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1980,0.2146,1870.2,792.6,1920.0,865.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1980,0.0715,1870.2,760.0,1919.7,864.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1980,0.2778,1870.3,793.1,1920.0,865.1,2048,1536
20160604_FIRE_rm-n-mobo-c,1980,0.0932,1870.2,760.3,1919.8,864.2,2048,1536
20160604_FIRE_rm-n-mobo-c,2040,0.2190,1872.2,819.8,1920.0,868.3,2048,1536
20160604_FIRE_rm-n-mobo-c,2040,0.2543,1872.4,819.7,1920.0,868.5,2048,1536
20160604_FIRE_rm-n-mobo-c,2340,0.0500,2035.6,864.4,2048.0,885.5,2048,1536
20160604_FIRE_smer-tcs3-mobo-c,-2340,0.0996,2048.0,975.0,2068.5,1040.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2340,0.0968,2048.0,971.1,2076.7,1041.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2280,0.0573,2048.0,971.0,2066.3,1040.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2220,0.0556,2048.0,973.3,2066.4,1040.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2160,0.0751,2048.0,975.5,2065.1,1040.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2100,0.0510,2048.0,970.7,2067.2,1040.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2040,0.0819,2048.0,970.4,2076.9,1042.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-2040,0.0571,2048.0,973.8,2068.2,1041.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1980,0.0611,2048.0,975.3,2066.1,1040.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1980,0.0507,2048.0,969.1,2074.7,1042.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1920,0.0659,2048.0,968.7,2076.7,1042.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1920,0.0605,2048.0,972.7,2067.8,1040.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1860,0.0639,2048.0,969.9,2077.0,1042.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1860,0.0543,2048.0,973.4,2069.3,1040.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1800,0.0604,2048.0,966.1,2076.2,1042.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1800,0.0604,2048.0,970.2,2068.5,1040.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1740,0.0764,2048.0,967.2,2076.7,1043.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1740,0.0719,2048.0,971.3,2068.2,1040.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1680,0.0630,2048.0,964.2,2077.5,1042.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1620,0.0681,2048.0,963.5,2067.2,1040.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1620,0.0656,2048.0,963.2,2075.4,1043.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1560,0.0721,2048.0,970.6,2068.3,1040.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1500,0.0549,2048.0,967.8,2067.4,1040.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1500,0.0525,2048.0,964.5,2074.1,1043.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1440,0.0586,2048.0,962.5,2075.9,1043.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1440,0.0534,2048.0,964.4,2067.5,1041.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1380,0.0559,2048.0,964.4,2075.9,1042.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1380,0.0505,2048.0,967.5,2068.6,1040.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1320,0.0942,2048.0,966.0,2076.2,1042.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1320,0.0628,2048.0,970.1,2067.8,1041.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1260,0.0775,2048.0,970.0,2068.2,1040.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1260,0.0618,2048.0,967.1,2077.2,1042.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1200,0.0799,2048.0,966.6,2077.1,1042.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1200,0.0718,2048.0,969.1,2069.1,1040.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1140,0.0839,2048.0,967.6,2076.3,1043.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1140,0.0794,2048.0,971.7,2068.5,1040.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1080,0.0617,2048.0,965.8,2076.1,1043.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1080,0.0572,2048.0,968.9,2068.9,1040.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1020,0.0554,959.9,1506.8,1070.6,1565.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1020,0.0767,2048.0,968.0,2076.7,1042.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-1020,0.0583,2048.0,970.3,2068.5,1041.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-960,0.0873,2048.0,967.0,2076.5,1042.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-840,0.0551,2048.0,964.2,2076.2,1042.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-720,0.0649,2048.0,969.6,2068.8,1040.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-660,0.0511,2048.0,967.2,2067.6,1041.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-600,0.0943,2048.0,967.8,2076.9,1042.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-540,0.0826,2048.0,966.5,2075.4,1043.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-480,0.1099,2048.0,966.4,2076.8,1043.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-480,0.0693,2048.0,967.3,2068.5,1042.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-420,0.0803,2048.0,967.9,2077.2,1042.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-360,0.0599,2048.0,965.8,2075.0,1043.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-300,0.0675,2048.0,968.0,2076.0,1042.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-240,0.0623,2048.0,971.7,2068.0,1040.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-240,0.0535,2048.0,968.1,2076.8,1042.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-120,0.0773,2048.0,966.6,2075.3,1042.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-120,0.0526,2048.0,970.3,2067.3,1041.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,-60,0.1042,2048.0,967.8,2076.3,1041.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,0,0.3278,2005.5,828.2,2066.3,855.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,0,0.0743,2048.0,968.0,2076.0,1041.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,0,0.0585,2048.0,970.6,2068.3,1040.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,60,0.1441,1909.4,797.3,1920.0,855.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,60,0.1194,1911.3,808.7,1920.0,857.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,60,0.6850,1914.4,792.0,2134.6,865.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,60,0.3515,1913.0,792.6,2009.5,857.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,60,0.8124,2053.5,803.7,2139.3,866.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,60,0.1090,2048.0,967.0,2077.1,1042.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,120,0.7776,1855.6,772.9,1920.0,859.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,120,0.1754,1854.7,722.0,1920.0,861.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,120,0.5618,1887.4,700.2,2165.8,870.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,120,0.5133,1855.3,779.2,1939.5,859.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,120,0.6583,2048.0,694.1,2166.3,869.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,120,0.0637,2048.0,968.4,2077.0,1042.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.6782,1831.4,782.1,1920.0,859.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.1178,1832.0,720.1,1920.0,859.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.3025,1890.5,617.6,2143.9,885.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.2132,1840.5,636.0,2124.7,870.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.1896,1843.9,603.2,2187.9,889.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.1128,1830.4,677.1,2090.0,861.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.3042,2048.0,577.1,2162.6,882.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.1315,2048.0,967.2,2076.2,1043.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,180,0.0713,2048.0,970.9,2068.0,1041.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,240,0.0916,1876.5,709.7,1920.0,859.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,240,0.0622,1843.0,700.8,1919.8,859.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,240,0.0794,2048.0,966.9,2076.8,1043.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,240,0.0632,2048.0,970.4,2069.8,1040.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,300,0.2311,1821.4,678.4,1919.8,861.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,300,0.0756,1845.4,631.2,1920.0,887.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,300,0.0518,1861.0,591.0,1920.0,894.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,300,0.1099,2048.0,967.3,2076.6,1042.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,300,0.0588,2048.0,971.5,2068.1,1041.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,360,0.3070,1801.2,626.5,1920.0,867.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,360,0.0954,2048.0,610.4,2161.8,874.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,360,0.0823,2048.0,966.7,2076.5,1042.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,360,0.0667,2048.0,970.4,2069.2,1040.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,420,0.5171,1766.6,633.1,1910.6,870.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,420,0.0573,1792.1,786.7,1900.3,867.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,420,0.0860,2048.0,965.8,2075.2,1042.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,420,0.0699,2048.0,970.5,2068.3,1040.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,480,0.1379,1728.5,634.8,1916.6,868.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,480,0.0581,1856.9,791.2,1919.7,858.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,480,0.3521,1855.6,792.9,1927.2,858.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,480,0.1783,1808.5,792.7,1927.1,859.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,480,0.0690,2048.0,967.0,2078.8,1042.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,540,0.1172,1702.7,642.7,1916.4,881.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,540,0.0894,2048.0,966.0,2077.6,1042.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,540,0.0762,2048.0,969.4,2070.1,1040.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,600,0.1881,1690.5,642.4,1852.8,878.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,600,0.0972,2048.0,968.7,2077.0,1042.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,600,0.0724,2048.0,970.9,2069.1,1041.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,660,0.1828,1606.1,562.3,1920.0,911.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,660,0.0989,1634.8,723.0,1766.1,892.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,660,0.0965,1633.5,621.2,1869.1,920.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,660,0.0547,1630.8,678.5,1805.8,908.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,660,0.1012,2048.0,967.7,2077.6,1043.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,660,0.0531,2048.0,970.9,2068.5,1042.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.2805,1608.3,654.6,1856.9,922.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.1308,1613.9,719.8,1758.5,897.3,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.1141,1567.9,567.6,1919.3,906.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.0667,1613.2,691.1,1817.9,901.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.0739,2048.0,602.2,2124.9,884.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.0630,2048.0,603.4,2167.9,883.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,720,0.0695,2048.0,968.8,2077.5,1043.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,780,0.3326,1607.7,686.1,1814.1,909.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,780,0.1682,1619.2,651.0,1851.2,923.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,780,0.0502,1572.3,666.1,1920.0,904.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,840,0.2159,1610.1,666.7,1852.0,907.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,840,0.1428,1605.6,638.0,1920.0,902.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,840,0.0965,1615.2,690.3,1785.2,903.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,840,0.0918,2048.0,967.7,2077.4,1042.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.1213,1585.6,638.9,1918.4,924.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.1208,1598.3,656.0,1776.3,922.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.0624,1604.8,699.0,1726.5,902.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.0600,1578.5,550.7,1903.6,894.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.0532,1597.7,637.9,1833.8,932.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.1142,2048.4,809.1,2111.6,863.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,900,0.0714,2048.0,967.6,2075.7,1043.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,960,0.1603,1573.0,617.1,1856.5,898.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,960,0.0737,1578.8,706.9,1703.5,898.6,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,960,0.0645,2048.0,965.0,2075.2,1042.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1020,0.0590,1543.0,620.2,1900.1,929.1,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1020,0.1743,2048.0,789.3,2128.2,865.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1020,0.0736,2048.0,607.7,2163.3,873.9,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1020,0.0671,2048.0,579.6,2193.3,920.5,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1020,0.0628,2048.0,964.9,2075.8,1043.7,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1080,0.1267,1510.7,607.7,1799.5,918.8,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1080,0.1184,1522.1,590.3,1909.2,912.4,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1080,0.0716,1488.0,628.0,1920.0,953.2,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1080,0.0582,2048.0,963.5,2076.1,1044.0,3072,2048
20160604_FIRE_smer-tcs3-mobo-c,1140,0.3910,1485.6,646.1,1813.8,907.7,3072,2048
